name,calories,cholesterol,folic_acid,vitamin_c,vitamin_d,calcium,iron,protein,carbohydrate,fiber,sugars,fat
"Salami, pork, dry or hard",407,79.0,0.0,0.0,0.0,13.0,1.3,22.58,1.6,0.0,0.0,33.72
"Smoked link sausae, pork",309,61.0,0.0,0.0,43.0,11.0,0.59,11.98,0.94,0.0,0.94,28.23
"Nuts, canned, inko nuts",111,0.0,0.0,9.1,0.0,4.0,0.29,2.29,22.1,9.3,0.0,1.62
"Spices, pumpkin pie spice",342,0.0,0.0,23.4,0.0,682.0,19.71,5.76,69.28,14.8,7.76,12.6
"Spices, poultry seasonin",307,0.0,0.0,12.0,0.0,996.0,35.3,9.59,65.59,11.3,1.8,7.53
"Ostrich, raw, tip trimmed",114,72.0,0.0,0.0,0.0,5.0,2.86,21.85,0.0,0.0,0.0,2.3
"Ostrich, cooked, top loin",155,93.0,0.0,0.0,0.0,6.0,3.31,28.12,0.0,0.0,0.0,3.87
"Shake, vanilla, fast food",148,23.0,0.0,0.0,0.0,115.0,0.46,3.37,19.59,0.9,13.63,6.52
"Fish, raw, northern, pike",88,39.0,0.0,3.8,99.0,57.0,0.55,19.26,0.0,0.0,0.0,0.69
"Jerusalem-artichokes, raw",73,0.0,0.0,4.0,0.0,14.0,3.4,2.0,17.44,1.6,9.6,0.01
"Radishes, dried, oriental",271,0.0,0.0,0.0,0.0,629.0,6.73,7.9,63.37,23.9,37.32,0.72
"Side dishes, potato salad",114,60.0,0.0,1.1,0.0,14.0,0.73,1.53,13.53,0.0,0.0,6.03
"Persimmons, raw, japanese",70,0.0,0.0,7.5,0.0,8.0,0.15,0.58,18.59,3.6,12.53,0.19
Rice and Wheat cereal bar,409,0.0,0.0,0.0,0.0,31.0,2.56,9.09,72.73,1.8,31.8,9.09
"SILK Liht Plain, soymilk",29,0.0,0.0,0.0,49.0,123.0,0.44,2.47,3.29,0.4,2.47,0.82
"Cheese, low fat, monterey",313,65.0,0.0,0.0,16.0,705.0,0.72,28.2,0.7,0.0,0.56,21.6
"Onions, dehydrated flakes",349,0.0,0.0,75.0,0.0,257.0,1.55,8.95,83.28,9.2,37.41,0.46
"Seeds, dried, lotus seeds",332,0.0,0.0,0.0,0.0,163.0,3.53,15.41,64.47,0.0,0.0,1.97
SILK Raspberry soy yourt,88,0.0,0.0,17.6,0.0,176.0,0.64,2.35,17.65,0.6,12.94,1.18
SILK Blueberry soy yourt,88,0.0,0.0,17.6,0.0,176.0,0.64,2.35,17.06,0.6,12.35,1.18
"Pretzels, unsalted, soft",345,0.0,0.0,0.0,0.0,23.0,3.92,8.2,71.04,1.7,0.25,3.1
"Sweet potato leaves, raw",42,0.0,0.0,11.0,0.0,78.0,0.97,2.49,8.82,5.3,0.0,0.51
"Beerwurst, pork and beef",276,62.0,0.0,0.6,0.0,27.0,1.73,14.0,4.27,0.9,0.0,22.53
"Bread, toasted, oat bran",259,0.0,50.0,0.0,0.0,71.0,3.43,11.4,43.7,4.9,8.46,4.8
"Pheasant, meat only, raw",133,66.0,0.0,6.0,0.0,13.0,1.15,23.57,0.0,0.0,0.0,3.64
"Fish, raw, Atlantic, cod",82,43.0,0.0,1.0,36.0,16.0,0.38,17.81,0.0,0.0,0.0,0.67
"Turkey bacon, microwaved",368,153.0,0.0,0.0,50.0,163.0,2.63,29.5,4.24,0.0,4.24,25.87
"Ham, not canned, chopped",180,59.0,0.0,0.0,29.0,7.0,0.83,16.5,4.2,0.0,0.0,10.3
"Spices, round, turmeric",312,0.0,0.0,0.7,0.0,168.0,55.0,9.68,67.14,22.7,3.21,3.25
"BURGER KING, Onion Rins",417,0.0,0.0,1.4,0.0,115.0,0.78,3.86,43.58,2.7,5.43,25.23
"Salad dressin, coleslaw",390,26.0,0.0,0.0,3.0,14.0,0.2,0.9,23.8,0.1,20.11,33.4
"Beef sausae, pre-cooked",405,83.0,0.0,0.7,25.0,15.0,1.53,15.5,0.03,0.0,0.0,37.57
"WENDY'S, Chicken Nuets",326,50.0,0.0,1.3,0.0,11.0,0.62,16.46,14.31,0.0,0.08,22.55
"Pork, raw, round, fresh",263,72.0,0.0,0.7,0.0,14.0,0.88,16.88,0.0,0.0,0.0,21.19
"APPLEBEE'S, french fries",290,1.0,0.0,0.7,0.0,19.0,1.01,3.31,39.5,3.9,0.0,13.17
"Candies, white chocolate",539,21.0,0.0,0.5,0.0,199.0,0.24,5.87,59.24,0.2,59.0,32.09
"Fast foods, hush puppies",296,0.0,114.0,0.0,0.0,100.0,2.55,6.16,40.21,2.9,3.8,13.25
"Nuts, dried, hickorynuts",657,0.0,0.0,2.0,0.0,61.0,2.12,12.72,18.25,6.4,0.0,64.37
"Spices, round, allspice",263,0.0,0.0,39.2,0.0,661.0,7.06,6.09,72.12,21.6,0.0,8.69
"Beef stew, canned entree",99,13.0,0.0,0.7,0.0,12.0,2.48,4.41,7.85,0.9,1.76,5.53
"Honey roll sausae, beef",182,50.0,0.0,0.0,40.0,9.0,2.2,18.58,2.18,0.0,0.0,10.5
"Kale, unprepared, frozen",28,0.0,0.0,39.3,0.0,136.0,0.93,2.66,4.9,2.0,0.0,0.46
"Mushrooms, raw, shiitake",34,0.0,0.0,0.0,18.0,2.0,0.41,2.24,6.79,2.5,2.38,0.49
"Milk, non-soy, imitation",46,0.0,0.0,0.0,42.0,82.0,0.1,1.6,5.3,0.0,5.3,2.0
"Funi, dried, Cloud ears",284,0.0,0.0,0.0,0.0,159.0,5.88,9.25,73.01,70.1,0.0,0.73
"CHICK-FIL-A, hash browns",301,0.0,0.0,6.2,0.0,22.0,0.65,3.0,30.51,3.2,0.54,18.5
"Crackers, water biscuits",384,0.0,0.0,0.0,0.0,0.0,0.0,7.14,72.81,7.1,0.0,7.14
"KEEBLER, Oatmeal Cookies",478,0.0,0.0,0.0,0.0,0.0,2.1,7.1,67.7,4.5,30.9,20.1
"New Zealand spinach, raw",14,0.0,0.0,30.0,0.0,58.0,0.8,1.5,2.5,1.5,0.29,0.2
"PACE, Tequila Lime Salsa",47,0.0,0.0,7.5,0.0,0.0,0.0,0.0,9.38,0.0,6.25,0.0
"Lettuce, raw, reen leaf",15,0.0,0.0,9.2,0.0,36.0,0.86,1.36,2.87,1.3,0.78,0.15
"Cake, dry mix, anelfood",366,0.0,25.0,0.0,0.0,153.0,0.27,6.4,86.13,0.5,61.33,0.27
"Fish, raw, white, sucker",92,41.0,0.0,0.0,0.0,70.0,1.3,16.76,0.0,0.0,0.0,2.32
"Peppers, raw, red, sweet",31,0.0,0.0,127.7,0.0,7.0,0.43,0.99,6.03,2.1,4.2,0.3
"Ostrich, raw, inside le",111,66.0,0.0,0.0,0.0,5.0,2.3,22.39,0.0,0.0,0.0,1.72
"Seeds, dried, chia seeds",486,0.0,0.0,1.6,0.0,631.0,7.72,16.54,42.12,34.4,0.0,30.74
"SILK Plus Fiber, soymilk",41,0.0,0.0,0.0,49.0,123.0,0.44,2.47,5.76,2.1,2.88,1.44
"Snacks, brown rice chips",384,0.0,0.0,0.0,0.0,11.0,1.49,8.2,81.5,4.2,0.6,2.8
"Corn, raw, yellow, sweet",86,0.0,0.0,6.8,0.0,2.0,0.52,3.27,18.7,2.0,6.26,1.35
"Animal fat, bacon rease",897,95.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,99.5
"Pork, pickled pork hocks",171,89.0,0.0,0.0,0.0,19.0,1.14,19.11,0.0,0.0,0.0,10.54
"Aave, dried (Southwest)",341,0.0,0.0,0.3,0.0,770.0,3.64,1.71,81.98,15.6,50.7,0.69
"Bread, whole-wheat, pita",262,0.0,0.0,0.0,0.0,15.0,3.06,9.8,55.89,6.1,2.87,1.71
"Cheese, rated, parmesan",420,86.0,0.0,0.0,21.0,853.0,0.49,28.42,13.91,0.0,0.07,27.84
"Chili with beans, canned",103,17.0,0.0,1.7,0.0,47.0,3.43,6.12,13.24,3.3,1.65,3.76
"Candies, sweet chocolate",507,0.0,0.0,0.0,0.0,24.0,2.76,3.9,60.4,5.5,51.48,34.2
"Beans, raw, yellow, snap",31,0.0,0.0,16.3,0.0,37.0,1.04,1.82,7.13,3.4,3.27,0.12
"Ostrich, raw, tenderloin",123,80.0,0.0,0.0,0.0,6.0,4.88,22.07,0.0,0.0,0.0,3.19
"McDONALD'S, E McMUFFIN",228,165.0,0.0,1.2,0.0,192.0,2.3,13.64,21.67,1.1,2.13,9.66
"CAMPBELL'S, Tomato juice",21,0.0,0.0,29.6,0.0,8.0,0.15,0.82,4.12,0.8,2.88,0.0
"Raisins, olden seedless",302,0.0,0.0,3.2,0.0,53.0,1.79,3.39,79.52,4.0,59.19,0.46
"Crackers, reular, wheat",455,0.0,2.0,0.0,0.0,92.0,2.64,7.3,70.73,6.9,15.48,16.4
"Guanabana nectar, canned",59,0.0,0.0,11.1,0.0,7.0,0.36,0.11,14.93,0.1,13.07,0.17
"McDONALD'S, french fries",323,0.0,0.0,5.6,0.0,19.0,0.8,3.41,42.58,3.9,0.21,15.47
"McDONALD'S, FILET-O-FISH",282,32.0,0.0,0.3,0.0,120.0,1.56,11.26,26.39,1.4,3.67,14.64
"McDONALD'S, Cheeseburer",263,35.0,0.0,0.6,0.0,167.0,2.35,12.97,27.81,1.1,6.22,11.79
"Peas, raw, edible-podded",42,0.0,0.0,60.0,0.0,43.0,2.08,2.8,7.55,2.6,4.0,0.2
"Soy flour, raw, full-fat",434,0.0,0.0,0.0,0.0,206.0,6.37,37.81,31.92,9.6,7.5,20.65
"Fish, raw, striped, bass",97,80.0,0.0,0.0,0.0,15.0,0.84,17.73,0.0,0.0,0.0,2.33
"Game meat, raw, squirrel",120,83.0,0.0,0.0,0.0,2.0,4.7,21.23,0.0,0.0,0.0,3.21
"Jellyfish, salted, dried",36,5.0,0.0,0.0,0.0,2.0,2.27,5.5,0.0,0.0,0.0,1.4
"Amaranth rain, uncooked",371,0.0,0.0,4.2,0.0,159.0,7.61,13.56,65.25,6.7,1.69,7.02
"Cornmeal, white (Navajo)",398,0.0,0.0,0.0,0.0,11.0,3.79,10.99,77.14,10.4,1.46,5.04
"Spices, round, cinnamon",247,0.0,0.0,3.8,0.0,1002.0,8.32,3.99,80.59,53.1,2.17,1.24
"Spices, dried, dill weed",253,0.0,0.0,50.0,0.0,1784.0,48.78,19.96,55.82,13.6,0.0,4.36
"Gravy, dry, instant beef",369,11.0,20.0,0.9,0.0,141.0,6.27,9.8,61.1,4.3,23.9,9.48
"Beans, raw, in pod, fava",88,0.0,0.0,3.7,0.0,37.0,1.55,7.92,17.63,7.5,9.21,0.73
"Nuts, dried, inko nuts",348,0.0,0.0,29.3,0.0,20.0,1.6,10.35,72.45,0.0,0.0,2.0
"Pickle relish, hamburer",129,0.0,0.0,2.3,0.0,4.0,1.14,0.63,34.48,3.2,0.0,0.54
"Fish, raw, walleye, pike",93,86.0,0.0,0.0,0.0,110.0,1.3,19.14,0.0,0.0,0.0,1.22
"Jew's ear, raw, (pepeao)",25,0.0,0.0,0.6,0.0,16.0,0.56,0.48,6.75,0.0,0.0,0.04
"Turkey bacon, unprepared",226,86.0,0.0,0.0,0.0,80.0,1.4,15.94,1.89,0.0,0.0,16.93
"Turkey and ravy, frozen",67,18.0,0.0,0.0,0.0,14.0,0.93,5.88,4.61,0.0,0.0,2.63
"Cucumber, raw, with peel",15,0.0,0.0,2.8,0.0,16.0,0.28,0.65,3.63,0.5,1.67,0.11
"Cowpeas, raw, leafy tips",29,0.0,0.0,36.0,0.0,63.0,1.92,4.1,4.82,0.0,0.0,0.25
"Syrup, chocolate, NESTLE",269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.21,0.0,60.0,0.0
"Veal, raw, seam fat only",444,83.0,0.0,0.0,142.0,30.0,0.87,12.53,0.0,0.0,0.0,43.75
"Yourt, non-fat, vanilla",78,3.0,0.0,0.0,35.0,118.0,0.0,2.94,17.04,0.0,5.88,0.0
"Game meat, raw, antelope",114,95.0,0.0,0.0,0.0,3.0,3.19,22.38,0.0,0.0,0.0,2.03
"Cherries, raw, red, sour",50,0.0,0.0,10.0,0.0,16.0,0.32,1.0,12.18,1.6,8.49,0.3
"Gravy, powder, dry, pork",367,10.0,15.0,1.4,0.0,139.0,3.94,8.78,63.57,2.4,24.73,8.63
"Cabbae, salted, mustard",28,0.0,0.0,0.0,0.0,67.0,0.7,1.1,5.63,3.1,1.4,0.1
"Blackberry juice, canned",38,0.0,0.0,11.3,0.0,12.0,0.48,0.3,7.8,0.1,7.7,0.6
"Okra, unprepared, frozen",30,0.0,0.0,12.4,0.0,81.0,0.57,1.69,6.63,2.2,2.97,0.25
"Seeds, hulled, hemp seed",553,0.0,0.0,0.5,0.0,70.0,7.95,31.56,8.67,4.0,1.5,48.75
SILK Key Lime soy yourt,88,0.0,0.0,17.6,0.0,176.0,0.64,2.35,17.65,0.6,12.35,1.18
"E Mix, USDA Commodity",555,975.0,0.0,0.0,296.0,171.0,3.23,35.6,23.97,0.0,2.46,34.5
"Peanuts, raw, all types",567,0.0,0.0,0.0,0.0,92.0,4.58,25.8,16.13,8.5,4.72,49.24
"Beans, raw, reen, snap",31,0.0,0.0,12.2,0.0,37.0,1.03,1.83,6.97,2.7,3.26,0.22
"Spahetti, dry, spinach",372,0.0,0.0,0.0,0.0,58.0,2.13,13.35,74.81,10.6,2.72,1.57
"Bratwurst, cooked, veal",341,79.0,0.0,0.0,0.0,11.0,0.74,13.99,0.0,0.0,0.0,31.7
"Cheese, fat free, cream",105,12.0,0.0,0.0,0.0,351.0,0.19,15.69,7.66,0.0,5.48,1.0
"Candies, milk chocolate",535,23.0,0.0,0.0,0.0,189.0,2.35,7.65,59.4,3.4,51.5,29.66
"Plantains, fried, reen",309,0.0,0.0,3.4,0.0,4.0,0.67,1.5,49.17,3.5,3.63,11.81
"Water, eneric, bottled",0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sauce, dry, alfredo mix",535,56.0,0.0,0.0,0.0,467.0,0.94,15.32,36.52,2.0,5.4,36.35
"Milk, fluid, low sodium",61,14.0,0.0,0.9,51.0,101.0,0.05,3.1,4.46,0.0,4.46,3.46
"TACO BELL, Bean Burrito",209,5.0,25.0,0.4,0.0,124.0,2.37,7.35,31.23,4.2,1.73,6.05
"Cauliflower, raw, reen",31,0.0,0.0,88.1,0.0,33.0,0.73,2.95,6.09,3.2,3.03,0.3
"Picnic loaf, beef, pork",232,38.0,0.0,0.0,48.0,47.0,1.02,14.92,4.76,0.0,0.0,16.64
"DENNY'S, chicken strips",295,44.0,0.0,0.0,0.0,11.0,0.72,19.17,22.03,1.1,0.29,14.5
"Breakfast tart, low fat",372,0.0,47.0,3.8,0.0,44.0,3.42,3.99,76.8,1.5,4.87,5.99
"Fish, raw, chum, salmon",120,74.0,0.0,0.0,0.0,11.0,0.55,20.14,0.0,0.0,0.0,3.77
"Fish, smoked, sablefish",257,64.0,0.0,0.0,0.0,50.0,1.69,17.65,0.0,0.0,0.0,20.14
"Spices, dried, marjoram",271,0.0,0.0,51.4,0.0,1990.0,82.71,12.66,60.56,40.3,4.09,7.04
"Mano, sweetened, dried",319,0.0,0.0,42.3,0.0,0.0,0.23,2.45,78.58,2.4,66.27,1.18
"Malabar spinach, cooked",23,0.0,0.0,5.9,0.0,124.0,1.48,2.98,2.71,2.1,0.0,0.78
"Peppers, raw, hunarian",29,0.0,0.0,92.9,0.0,12.0,0.46,0.8,6.7,1.0,3.53,0.41
"Peppers, dried, pasilla",345,0.0,0.0,6.4,0.0,97.0,9.83,12.35,51.13,26.8,0.0,15.85
"Pumpkin pie mix, canned",104,0.0,0.0,3.5,0.0,37.0,1.06,1.09,26.39,8.3,0.0,0.13
"Seaweed, raw, irishmoss",49,0.0,0.0,3.0,0.0,72.0,8.9,1.51,12.29,1.3,0.61,0.16
"Nuts, blanched, almonds",590,0.0,0.0,0.0,0.0,236.0,3.28,21.4,18.67,9.9,4.63,52.52
"SCHIFF,TIGER'S MILK BAR",422,2.0,0.0,16.8,0.0,429.0,10.28,16.8,56.46,2.3,36.4,14.29
"Game meat, raw, muskrat",162,0.0,0.0,5.0,0.0,25.0,0.0,20.76,0.0,0.0,0.0,8.1
"Pickles, sour, cucumber",11,0.0,0.0,1.0,0.0,0.0,0.4,0.33,2.26,1.2,1.06,0.2
"Frankfurter, low sodium",312,61.0,0.0,0.0,37.0,20.0,1.43,12.0,1.8,0.0,0.0,28.51
"Bread, enriched, raisin",274,0.0,72.0,0.1,0.0,66.0,2.9,7.9,52.3,4.3,5.68,4.4
"Bread, toasted, oatmeal",292,0.0,32.0,0.3,0.0,72.0,2.94,9.2,52.7,4.3,8.84,4.8
"Fish, raw, pink, salmon",127,46.0,0.0,0.0,435.0,7.0,0.38,20.5,0.0,0.0,0.0,4.4
Octopus (Alaska Native),56,41.0,0.0,0.0,0.0,35.0,4.9,12.3,0.0,0.0,0.0,0.8
"Ostrich, cooked, oyster",159,90.0,0.0,0.0,0.0,6.0,4.9,28.81,0.0,0.0,0.0,3.97
"Baels, cinnamon-raisin",274,0.0,90.0,0.7,0.0,19.0,3.8,9.8,55.2,2.3,5.98,1.7
"Pork, raw, belly, fresh",518,72.0,0.0,0.3,0.0,5.0,0.52,9.34,0.0,0.0,0.0,53.01
"Tamarind nectar, canned",57,0.0,0.0,7.1,0.0,10.0,0.75,0.09,14.73,0.5,12.7,0.12
"Nuts, dried, butternuts",612,0.0,0.0,3.2,0.0,53.0,4.02,24.9,12.05,4.7,0.0,56.98
"Bratwurst, cooked, pork",333,74.0,0.0,0.0,44.0,28.0,0.53,13.72,2.85,0.0,0.0,29.18
"Pears, reen anjou, raw",66,0.0,0.0,4.4,0.0,11.0,0.24,0.44,15.79,3.1,9.73,0.1
"Gravy, beef, CAMPBELL'S",42,8.0,0.0,0.0,0.0,0.0,0.0,1.69,5.08,0.0,1.69,1.69
"Seaweed, raw, spirulina",26,0.0,0.0,0.9,0.0,12.0,2.79,5.92,2.42,0.4,0.3,0.39
"Soy meal, raw, defatted",337,0.0,0.0,0.0,0.0,244.0,13.7,49.2,35.89,0.0,0.0,2.39
"Candies, plain, halavah",469,0.0,0.0,0.1,0.0,33.0,4.53,12.49,60.49,4.5,0.0,21.52
"Milk, dried, buttermilk",387,69.0,0.0,5.7,20.0,1184.0,0.3,34.3,49.0,0.0,49.0,5.78
"Barley, cooked, pearled",123,0.0,0.0,0.0,0.0,11.0,1.33,2.26,28.22,3.8,0.28,0.44
"Cornmeal, blue (Navajo)",398,0.0,0.0,0.0,0.0,5.0,2.91,10.4,76.93,8.7,1.81,5.44
"Nuts, raw, coconut meat",354,0.0,0.0,3.3,0.0,14.0,2.43,3.33,15.23,9.0,6.23,33.49
"Pie, cherry, fried pies",316,0.0,15.0,1.3,0.0,22.0,1.22,3.0,42.6,2.6,0.0,16.1
"Toppins, nuts in syrup",448,0.0,0.0,0.3,0.0,35.0,1.05,4.5,58.08,2.3,36.72,22.0
"Babyfood, orane, juice",45,0.0,0.0,62.5,0.0,12.0,0.17,0.6,10.2,0.1,8.26,0.3
"Spices, dried, rosemary",331,0.0,0.0,61.2,0.0,1280.0,29.25,4.88,64.06,42.6,0.0,15.22
"KEEBLER, Vanilla Wafers",462,1.0,0.0,0.0,0.0,0.0,0.0,4.0,73.1,1.4,31.6,17.4
"Guavas, raw, strawberry",69,0.0,0.0,37.0,0.0,21.0,0.22,0.58,17.36,5.4,0.0,0.6
"Cheese, hard type, oat",452,105.0,0.0,0.0,26.0,895.0,1.88,30.52,2.17,0.0,2.17,35.59
"Cheese, soft type, oat",264,46.0,0.0,0.0,15.0,140.0,1.9,18.52,0.0,0.0,0.0,21.08
"Radishes, raw, oriental",18,0.0,0.0,22.0,0.0,27.0,0.4,0.6,4.1,1.6,2.5,0.1
"Puddins, dry mix, rice",376,0.0,0.0,0.0,0.0,14.0,1.79,2.7,91.2,0.7,0.0,0.1
"Mushrooms, raw, maitake",31,0.0,0.0,0.0,1123.0,1.0,0.3,1.94,6.97,2.7,2.07,0.19
"Sour cream, reduced fat",181,35.0,0.0,0.9,10.0,141.0,0.06,7.0,7.0,0.0,0.3,14.1
"Taro, with salt, cooked",142,0.0,0.0,5.0,0.0,18.0,0.72,0.52,34.6,5.1,0.49,0.11
"Melons, raw, cantaloupe",34,0.0,0.0,36.7,0.0,9.0,0.21,0.84,8.16,0.9,7.86,0.19
"Pasta, dry, whole-wheat",352,0.0,0.0,0.0,0.0,29.0,3.62,13.87,73.37,9.2,2.74,2.93
"Persimmons, raw, native",127,0.0,0.0,66.0,0.0,27.0,2.5,0.8,33.5,0.0,0.0,0.4
"KASHI, Blueberry Waffle",192,0.0,0.0,1.0,0.0,51.0,1.9,5.7,34.6,9.0,4.6,7.1
"Game meat, raw, caribou",127,83.0,0.0,0.0,0.0,17.0,4.69,22.63,0.0,0.0,0.0,3.36
"Oranes, with peel, raw",63,0.0,0.0,71.0,0.0,70.0,0.8,1.3,15.5,4.5,0.0,0.3
"Seeds, raw, lotus seeds",89,0.0,0.0,0.0,0.0,44.0,0.95,4.13,17.28,0.0,0.0,0.53
"Rolls, oat bran, dinner",236,0.0,64.0,0.0,0.0,85.0,4.14,9.5,40.2,4.1,6.67,4.6
"Gravy, canned, mushroom",50,0.0,0.0,0.0,0.0,7.0,0.66,1.26,5.47,0.4,0.0,2.71
"Spices, dried, tarraon",295,0.0,0.0,50.0,0.0,1139.0,32.3,22.77,50.22,7.4,0.0,7.24
"SILK Chocolate, soymilk",58,0.0,0.0,0.0,49.0,123.0,0.59,2.06,9.47,0.8,7.82,1.44
"Sweetener, aave, syrup",310,0.0,0.0,17.0,0.0,1.0,0.09,0.09,76.37,0.2,68.03,0.45
"Onions, sauteed, yellow",132,0.0,0.0,1.8,0.0,20.0,0.27,0.95,7.86,1.7,0.0,10.8
"Fish, salted, mackerel",305,95.0,0.0,0.0,1006.0,66.0,1.4,18.5,0.0,0.0,0.0,25.1
"Enlish muffins, wheat",223,0.0,25.0,0.0,0.0,178.0,2.87,8.7,44.8,4.6,1.56,2.0
"Apples, with skin, raw",52,0.0,0.0,4.6,0.0,6.0,0.12,0.26,13.81,2.4,10.39,0.17
"Bolona, beef and pork",308,60.0,0.0,0.8,32.0,85.0,1.21,15.2,5.49,0.0,4.42,24.59
"Beveraes, cola, ZEVIA",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.0
"Fast foods, taco salad",141,22.0,22.0,1.8,0.0,97.0,1.15,6.68,11.91,0.0,0.0,7.46
"Hearts of palm, canned",28,0.0,0.0,7.9,0.0,58.0,3.13,2.52,4.62,2.4,0.0,0.62
"Fish, raw, ocean, pout",79,52.0,0.0,0.0,0.0,10.0,0.28,16.64,0.0,0.0,0.0,0.91
"Bread, sprouted, wheat",188,0.0,0.0,0.0,0.0,0.0,1.89,13.16,33.88,5.3,2.63,0.0
"Spices, dried, chervil",237,0.0,0.0,50.0,0.0,1346.0,31.95,23.2,49.1,11.3,0.0,3.9
"Babyfood, apple, juice",47,0.0,0.0,57.9,0.0,4.0,0.57,0.0,11.7,0.1,10.7,0.1
"Nuts, enlish, walnuts",654,0.0,0.0,1.3,0.0,98.0,2.91,15.23,13.71,6.7,2.61,65.21
"Spices, dried, parsley",292,0.0,0.0,125.0,0.0,1140.0,22.04,26.63,50.64,26.7,7.27,5.48
"Spices, round, iner",335,0.0,0.0,0.7,0.0,114.0,19.8,8.98,71.62,14.1,3.39,4.24
"Spices, round, nutme",525,0.0,0.0,3.0,0.0,184.0,3.04,5.84,49.29,20.8,2.99,36.31
"E, fresh, raw, white",52,0.0,0.0,0.0,0.0,7.0,0.08,10.9,0.73,0.0,0.71,0.17
"E, fresh, raw, whole",143,372.0,0.0,0.0,82.0,56.0,1.75,12.56,0.72,0.0,0.37,9.51
"Candies, REESE'S BITES",521,7.0,0.0,0.8,0.0,112.0,0.85,11.34,55.18,3.1,48.03,29.85
"Mushrooms, raw, oyster",33,0.0,0.0,0.0,29.0,3.0,1.33,3.31,6.09,2.3,1.11,0.41
"E substitute, powder",444,572.0,0.0,0.8,0.0,326.0,3.16,55.5,21.8,0.0,21.8,13.0
"Cereals, dry, WHEATENA",357,0.0,0.0,0.0,0.0,500.0,3.57,13.1,75.6,12.8,1.6,2.9
"Ice creams, strawberry",192,29.0,0.0,7.7,0.0,120.0,0.21,3.2,27.6,0.9,0.0,8.4
"Hominy, yellow, canned",72,0.0,0.0,0.0,0.0,10.0,0.62,1.48,14.26,2.5,0.0,0.88
"Cheese, low fat, swiss",179,35.0,0.0,0.0,4.0,961.0,0.17,28.4,3.4,0.0,1.33,5.1
"Lettuce, raw, red leaf",16,0.0,0.0,3.7,0.0,33.0,1.2,1.33,2.26,0.9,0.48,0.22
"Game meat, raw, beaver",146,0.0,0.0,2.0,0.0,15.0,6.9,24.05,0.0,0.0,0.0,4.8
"Bolona, low fat, beef",204,44.0,0.0,1.0,15.0,9.0,1.0,11.8,5.2,0.0,0.0,14.8
"Butterbur, raw, (fuki)",14,0.0,0.0,31.5,0.0,103.0,0.1,0.39,3.61,0.0,0.0,0.04
"Cheese, hard, parmesan",392,68.0,0.0,0.0,19.0,1184.0,0.82,35.75,3.22,0.0,0.8,25.83
"Pickle relish, hot do",91,0.0,0.0,1.0,0.0,5.0,1.25,1.5,23.35,1.5,0.0,0.46
"Snacks, shrimp cracker",426,2.0,0.0,0.0,0.0,20.0,1.91,7.14,59.09,5.6,21.43,17.86
"Avocados, Florida, raw",120,0.0,0.0,17.4,0.0,10.0,0.17,2.23,7.82,5.6,2.42,10.06
Chickpea flour (besan),387,0.0,0.0,0.0,0.0,45.0,4.86,22.39,57.82,10.8,10.85,6.69
"Peanuts, raw, virinia",563,0.0,0.0,0.0,0.0,89.0,2.55,25.19,16.54,8.5,3.95,48.75
"Peanuts, raw, valencia",570,0.0,0.0,0.0,0.0,62.0,2.09,25.09,20.91,8.7,0.0,47.58
"Peanut flour, defatted",327,0.0,0.0,0.0,0.0,140.0,2.1,52.2,34.7,15.8,8.22,0.55
"Nuts, raw, cashew nuts",553,0.0,0.0,0.5,0.0,37.0,6.68,18.22,30.19,3.3,5.91,43.85
"Chorizo, pork and beef",455,88.0,0.0,0.0,61.0,8.0,1.59,24.1,1.86,0.0,0.0,38.27
"Crackers, plain, matzo",395,0.0,0.0,0.0,0.0,13.0,3.16,10.0,83.7,3.0,0.29,1.4
"Bolona, pork, chicken",336,87.0,0.0,13.2,0.0,196.0,1.12,10.31,4.19,0.0,0.0,30.61
"KASHI, Oriinal Waffle",197,0.0,0.0,0.0,0.0,53.0,2.0,6.0,35.4,9.3,4.2,7.4
"Amaranth rain, cooked",102,0.0,0.0,0.0,0.0,47.0,2.1,3.8,18.69,2.1,0.0,1.58
"Shallots, freeze-dried",348,0.0,0.0,39.0,0.0,183.0,6.0,12.3,80.7,15.7,38.16,0.5
"Falafel, home-prepared",333,0.0,15.0,1.6,0.0,54.0,3.42,13.31,31.84,0.0,0.0,17.8
"Melon, banana (Navajo)",21,0.0,0.0,8.1,0.0,13.0,0.21,0.84,4.06,0.3,3.36,0.2
"Mortadella, pork, beef",311,56.0,0.0,0.0,41.0,18.0,1.4,16.37,3.05,0.0,0.0,25.39
"Wheat, hard red sprin",329,0.0,0.0,0.0,0.0,25.0,3.6,15.4,68.03,12.2,0.41,1.92
"Wheat, soft red winter",331,0.0,0.0,0.0,0.0,27.0,3.21,10.35,74.24,12.5,0.41,1.56
"Wheat, hard red winter",327,0.0,0.0,0.0,0.0,29.0,3.19,12.61,71.18,12.2,0.41,1.54
"BURGER KING, Hamburer",261,35.0,37.0,0.2,0.0,76.0,2.87,14.85,26.76,1.0,5.6,10.55
