name,calories,cholesterol,folic_acid,vitamin_c,vitamin_d,calcium,iron,protein,carbohydrate,fiber,sugars,fat
"Toaster Pastries, Frosted brown suar cinnamon, KELLOGG'S POP TARTS, KELLOGG",417,0.0,0.0,0.0,0.0,0.0,5.4,4.6,69.0,1.4,32.3,13.8
"Beveraes, prepared with water, frozen concentrate, citrus fruit juice drink",46,0.0,0.0,27.1,0.0,9.0,1.12,0.34,11.42,0.1,8.13,0.03
"Pork, broiled, cooked, separable lean and fat, boneless, le cap steak, loin",158,81.0,0.0,0.0,0.0,7.0,0.97,27.57,0.0,0.0,0.0,4.41
"Infant formula, liquid concentrate, with DHA and ARA, GOOD START SOY, NESTLE",132,2.0,21.0,15.9,80.0,139.0,2.38,3.31,14.71,0.0,11.74,6.67
"Infant formula, with ARA and DHA, powder, NEOSURE, SIMILAC, ABBOTT NUTRITION",520,14.0,128.0,77.2,361.0,541.0,9.26,14.42,51.75,0.0,52.02,28.33
"Infant formula, ready-to-feed, with iron, ADVANCE, SIMILAC, ABBOTT NUTRITION",66,2.0,10.0,5.9,39.0,53.0,1.18,1.36,6.77,0.0,6.9,3.7
"Game meat, braised, cooked, separable lean only, shoulder clod, chuck, bison",193,111.0,0.0,0.0,0.0,7.0,4.86,33.78,0.0,0.0,0.0,5.43
"Beef, braised, cooked, separable lean only, hind shin, imported, New Zealand",167,89.0,0.0,0.0,7.0,6.0,2.72,31.23,0.0,0.0,0.0,4.64
"Beveraes, contains caffeine and sweeteners, cola, reduced suar, carbonated",20,0.0,0.0,0.0,0.0,2.0,0.02,0.0,5.16,0.0,5.16,0.0
"Gelatin desserts, sodium-citrate and salt, with added ascorbic acid, dry mix",381,0.0,0.0,62.8,0.0,3.0,0.15,7.8,90.5,0.0,0.0,0.0
"Lamb, soaked and simmered, cooked, tonue - swiss cut, imported, New Zealand",272,126.0,0.0,0.0,12.0,6.0,1.74,17.51,0.86,0.0,0.0,22.04
"Chicken, flour, fried, cooked, meat and skin, liht meat, broilers or fryers",246,87.0,3.0,0.0,5.0,16.0,1.21,30.45,1.82,0.1,0.0,12.09
"Chicken, batter, fried, cooked, meat and skin, dark meat, broilers or fryers",298,89.0,9.0,0.0,0.0,21.0,1.44,21.85,9.38,0.0,0.0,18.64
"Artichokes, without salt, drained, boiled, cooked, frozen, (lobe or french)",45,0.0,0.0,5.0,0.0,21.0,0.56,3.11,9.18,4.6,0.84,0.5
"Beveraes, B12, B6, B3, B2, fortified with vitamins C, Monster, Enery Drink",47,0.0,0.0,0.0,0.0,0.0,0.04,0.47,11.28,0.0,10.93,0.0
"Yourt, fortified with vitamin D, with low calorie sweetener, lowfat, fruit",105,6.0,0.0,0.7,52.0,152.0,0.07,4.86,18.6,0.0,2.9,1.41
"Lamb, raw, choice, trimmed to 1/4"" fat, separable lean only, loin, domestic",143,66.0,0.0,0.0,0.0,12.0,1.91,20.88,0.0,0.0,0.0,5.94
"Veal, braised, cooked, separable lean and fat, boneless, point half, breast",248,114.0,0.0,0.0,0.0,9.0,0.79,28.23,0.0,0.0,0.0,14.16
"Veal, braised, cooked, separable lean and fat, boneless, plate half, breast",282,112.0,0.0,0.0,0.0,8.0,0.75,25.93,0.0,0.0,0.0,18.95
"Oil, hih oleic (70%), non trans, hih stability, Natreon canola, veetable",884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
"Soup, prepared with equal volume low fat (2%) milk, canned, cream of shrimp",61,10.0,0.0,0.1,25.0,69.0,0.22,2.78,5.64,0.1,2.62,3.23
"Pork, roasted, cooked, separable lean and fat, shank half, le (ham), fresh",232,91.0,0.0,0.0,22.0,15.0,0.87,25.96,0.0,0.0,0.0,13.42
"Child formula, not reconstituted, powder, with iron, PORTAGEN, MEAD JOHNSON",483,4.0,74.0,38.0,370.0,440.0,8.8,16.5,54.8,0.0,54.0,22.0
"Corn, solids and liquids, no salt added, whole kernel, canned, white, sweet",64,0.0,0.0,5.5,0.0,4.0,0.41,1.95,15.41,0.7,0.0,0.5
"Beans, without salt, drained, boiled, cooked, sprouted, mature seeds, pinto",22,0.0,0.0,6.1,0.0,15.0,0.66,1.86,4.1,0.0,0.0,0.32
"Infant formula, ready-to-feed, with iron, NUTRAMIGEN, ENFAMIL, MEAD JOHNSON",66,0.0,11.0,7.9,33.0,62.0,1.18,1.83,6.81,0.0,5.13,3.5
"Infant formula, not reconstituted, powder, NEXT STEP PROSOBEE, MEAD JOHNSON",480,0.0,76.0,57.0,284.0,920.0,9.5,15.6,57.1,0.0,56.0,21.0
"Fast foods, tuna on white bread with lettuce and tomato, submarine sandwich",218,28.0,33.0,0.0,21.0,136.0,1.57,12.33,15.95,0.7,1.93,12.04
"Beef, raw, separable lean and fat, brisket navel end, imported, New Zealand",345,62.0,0.0,0.0,8.0,9.0,1.11,15.81,0.0,0.0,0.0,31.27
"Cereals ready-to-eat, chocolate, KELLOGG'S FROSTED MINI-WHEATS LITTLE BITES",354,0.0,338.0,0.0,0.0,33.0,28.89,8.5,81.4,10.9,22.29,3.4
"Beveraes, prepared with whole milk, powder, Strawberry-flavor beverae mix",88,12.0,0.0,0.9,0.0,110.0,0.08,3.0,12.3,0.0,0.0,3.1
"Beveraes, fortified with vitamin E and C, Lemonade fruit juice drink liht",21,0.0,0.0,25.0,0.0,2.0,0.0,0.0,5.0,0.0,5.0,0.0
"Snacks, sour-cream and onion-flavor, made from dried potatoes, potato chips",547,3.0,0.0,9.5,0.0,64.0,1.4,6.6,51.3,1.2,0.0,37.0
"Squash, with salt, drained, boiled, cooked, includes skin, zucchini, summer",15,0.0,0.0,12.9,0.0,18.0,0.37,1.14,2.69,1.0,1.71,0.36
"Candies, milk chocolate peanut butter and soft nouats, FAST BREAK, REESE'S",474,4.0,0.0,0.4,0.0,61.0,0.96,8.66,61.6,2.9,53.08,23.42
"Chicken, roasted, cooked, with added solution, skin (drumsticks and thihs)",421,154.0,0.0,0.0,6.0,15.0,1.17,20.31,0.44,0.0,0.0,37.6
"Chicken, braised, cooked, with added solution, skin (drumsticks and thihs)",403,124.0,0.0,0.0,3.0,14.0,0.65,12.26,1.0,0.0,0.0,38.94
"Cabbae, raw, freshly harvest, common (danish, domestic, and pointed types)",24,0.0,0.0,51.0,0.0,47.0,0.56,1.21,5.37,2.3,0.0,0.18
"Beveraes, prepared with water, frozen concentrate, fruit punch juice drink",42,0.0,0.0,4.8,0.0,7.0,0.2,0.07,11.4,0.0,11.4,0.17
"Turkey, roasted, with added solution, meat only, from whole bird, drumstick",158,105.0,0.0,0.0,10.0,16.0,1.07,26.1,0.0,0.0,0.0,6.0
"Chicken, flour, fried, cooked, meat and skin, drumstick, broilers or fryers",245,90.0,2.0,0.0,0.0,12.0,1.34,26.96,1.63,0.1,0.0,13.72
"Infant formula, ready-to-feed, with iron, ISOMIL, SIMILAC, ABBOTT NUTRITION",66,0.0,10.0,5.9,39.0,69.0,1.18,1.61,6.7,0.0,6.7,3.59
"Beef, braised, cooked, separable lean and fat, flank, imported, New Zealand",208,78.0,0.0,0.0,11.0,5.0,2.36,30.13,0.0,0.0,0.0,9.73
"Beans, without salt, drained, boiled, cooked, frozen, immature seeds, pinto",162,0.0,0.0,0.7,0.0,52.0,2.71,9.31,30.87,5.4,0.0,0.48
"Pork, raw, separable lean and fat, boneless, top loin (roasts), loin, fresh",166,64.0,0.0,0.0,21.0,7.0,0.53,21.34,0.0,0.0,0.0,8.33
"Pork, braised, cooked, separable lean only, country-style ribs, loin, fresh",247,105.0,0.0,0.0,49.0,33.0,1.39,27.74,0.0,0.0,0.0,14.26
"Corn, with salt, drained, boiled, kernels cut off cob, frozen, white, sweet",80,0.0,0.0,3.1,0.0,4.0,0.35,2.75,19.56,2.4,3.12,0.43
"Waxourd, without salt, drained, boiled, cooked, (chinese preservin melon)",14,0.0,0.0,10.5,0.0,18.0,0.38,0.4,3.04,1.0,1.18,0.2
"Infant formula, Toddler ready-to-feed, Soy, Enfarow, ENFAMIL, MEAD JOHNSON",65,0.0,11.0,7.9,39.0,128.0,1.31,2.17,7.64,0.0,7.64,2.89
"Infant formula, 20 calories ready-to-feed, Premature, ENFAMIL, MEAD JOHNSON",66,0.0,26.0,13.1,157.0,108.0,1.18,1.97,7.21,0.0,7.2,3.34
"Beef, raw, separable lean and fat, brisket point end, imported, New Zealand",163,55.0,0.0,0.0,5.0,5.0,1.94,20.05,0.0,0.0,0.0,9.23
"Pork, pan-broil, heated, separable lean and fat, bone-in, slice, ham, cured",181,73.0,0.0,0.0,40.0,14.0,1.34,25.48,0.7,0.0,0.7,8.48
"Gelatin desserts, no added sodium, with aspartame, reduced calorie, dry mix",345,0.0,0.0,0.0,0.0,2.0,0.02,55.3,33.3,0.0,0.0,0.0
"Snacks, made with olestra, fat-free, made from dried potatoes, potato chips",253,0.0,0.0,108.8,0.0,20.0,1.14,5.06,56.0,7.3,0.59,0.93
"Game meat, broiled, cooked, 1"" steak, separable lean only, top round, bison",174,85.0,0.0,0.0,0.0,5.0,3.52,30.18,0.0,0.0,0.0,4.96
"Milk, without added vitamin A and vitamin D, 2% milkfat, fluid, reduced fat",50,8.0,0.0,0.2,1.0,120.0,0.02,3.3,4.8,0.0,5.06,1.98
"Veal, roasted, cooked, separable lean only, whole (arm and blade), shoulder",170,114.0,0.0,0.0,0.0,27.0,1.03,25.81,0.0,0.0,0.0,6.62
"Veal, braised, cooked, separable lean only, whole (arm and blade), shoulder",199,130.0,0.0,0.0,0.0,37.0,1.45,33.68,0.0,0.0,0.0,6.1
"Shortenin, soybean (hydroenated), special purpose for cakes and frostins",884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
"Infant formula, ready-to-feed, with iron, GOOD START ESSENTIALS SOY, NESTLE",65,0.0,10.0,7.8,40.0,68.0,1.25,1.63,7.17,0.0,5.69,3.3
"Cowpeas, plain, canned, mature seeds, common (blackeyes, crowder, southern)",77,0.0,0.0,2.7,0.0,20.0,0.97,4.74,13.63,3.3,0.0,0.55
"Fast Foods, tomato and spread, with lettuce, rilled chicken filet sandwich",182,40.0,26.0,2.4,2.0,62.0,1.58,17.34,16.78,0.9,3.08,4.57
"SUPPER BAKES MEAL KITS, Lemon Chicken with herb rice (chicken not included)",210,5.0,0.0,0.0,0.0,0.0,0.0,4.26,45.74,2.1,3.19,1.06
"Leeks, without salt, drained, boiled, cooked, (bulb and lower leaf-portion)",31,0.0,0.0,4.2,0.0,30.0,1.1,0.81,7.62,1.0,2.11,0.2
"Beveraes, prepared with water, powder, breakfast type, orane-flavor drink",49,0.0,0.0,29.5,0.0,52.0,0.0,0.0,12.65,0.1,11.8,0.0
"MORNINGSTAR FARMS Grillers Burer Style Recipe Crumbles, unprepared, frozen",135,0.0,0.0,0.0,0.0,32.0,4.8,18.5,8.3,5.6,1.1,4.3
"Chicken, flour, fried, cooked, meat and skin, dark meat, broilers or fryers",285,92.0,3.0,0.0,0.0,17.0,1.5,27.22,4.08,0.0,0.0,16.91
"Beef, raw, all rades, trimmed to 0"" fat, separable lean only, steak, flank",141,62.0,0.0,0.0,0.0,24.0,1.57,21.57,0.0,0.0,0.0,5.47
"Apricots, solids and liquids, without skin, extra heavy syrup pack, canned",96,0.0,0.0,2.4,0.0,8.0,0.62,0.55,24.85,1.6,0.0,0.04
"Beveraes, Enery Drink with carbonated water and hih fructose corn syrup",62,0.0,167.0,25.0,0.0,0.0,0.0,0.42,15.0,0.0,13.75,0.0
"Formulated bar, SNICKERS MARATHON MULTIGRAIN CRUNCH BAR, MARS SNACKFOOD US",422,3.0,727.0,144.3,0.0,953.0,14.67,18.49,57.27,2.8,33.04,13.18
"Balsam-pear (bitter ourd), with salt, drained, boiled, cooked, leafy tips",32,0.0,0.0,55.6,0.0,42.0,1.02,3.6,6.16,1.9,1.04,0.2
"Pork, roasted, cooked, separable lean and fat, arm picnic, shoulder, fresh",317,94.0,0.0,0.2,0.0,19.0,1.18,23.47,0.0,0.0,0.0,24.01
"Pork, braised, cooked, separable lean and fat, arm picnic, shoulder, fresh",235,86.0,0.0,0.0,45.0,16.0,0.92,24.88,0.0,0.0,0.0,14.33
"Succotash, without salt, drained, boiled, cooked, frozen, (corn and limas)",93,0.0,0.0,5.9,0.0,15.0,0.89,4.31,19.95,4.1,2.21,0.89
"Beef, raw, Aust. marble score 9, external fat, Wayu, imported, Australian",639,95.0,0.0,0.0,0.0,4.0,0.81,5.54,0.97,0.0,0.0,68.07
"Pork, roasted, cooked, separable lean and fat, rump half, le (ham), fresh",209,85.0,0.0,0.0,17.0,16.0,0.9,27.03,0.0,0.0,0.0,10.32
"KEEBLER, Mini Fude Grahams Cookies, FUDGE SHOPPE, 100 Calorie RIGHT BITES",467,0.0,0.0,0.0,0.0,0.0,0.0,4.5,73.2,2.3,34.8,17.9
"MORNINGSTAR FARMS Grillers Quarter Pound Veie Burer, unprepared, frozen",219,1.0,0.0,28.0,0.0,79.0,4.9,22.8,8.9,2.5,0.6,10.5
"MORNINGSTAR FARMS Hot and Spicy Veie Sausae Patties, unprepared, frozen",185,1.0,0.0,3.0,0.0,40.0,3.8,21.8,8.5,2.3,0.2,7.4
"Soup, prepared with equal volume water, canned, low sodium, chicken noodle",25,5.0,6.0,0.0,0.0,6.0,0.66,1.27,2.95,0.2,0.27,0.95
"Milk, with added vitamin A and vitamin D (fat free or skim), fluid, nonfat",34,2.0,0.0,0.0,47.0,122.0,0.03,3.37,4.96,0.0,5.09,0.08
"Coffeecake, unenriched, commercially prepared, cinnamon with crumb toppin",418,32.0,0.0,0.3,0.0,54.0,0.78,6.8,46.7,2.0,0.0,23.3
"Corn, solids and liquids, reular pack, whole kernel, canned, white, sweet",64,0.0,0.0,5.5,0.0,4.0,0.41,1.95,15.41,1.7,0.0,0.5
"JIMMY DEAN, unprepared, frozen, and Cheese Breakfast Biscuit, E, Sausae",328,85.0,0.0,0.0,0.0,137.0,1.84,9.29,21.07,2.0,3.1,22.9
"Beef, braised, cooked, separable lean and fat, flat, imported, New Zealand",252,92.0,0.0,0.0,1.0,6.0,3.09,31.86,0.0,0.0,0.0,13.79
"Bakin chocolate, M&M's Milk Chocolate Mini Bakin Bits, MARS SNACKFOOD US",502,15.0,0.0,0.6,0.0,116.0,1.23,4.78,68.4,2.7,62.54,23.36
"Pork, simmered, cooked, chitterlins, variety meats and by-products, fresh",233,277.0,0.0,0.0,0.0,25.0,1.47,12.49,0.0,0.0,0.0,20.32
"Snacks, Crunchy Almond/Brown Suar, KELLOGG'S Low Fat Granola Bar, KELLOGG",390,0.0,0.0,0.0,0.0,35.0,8.6,8.0,78.0,6.2,0.0,7.4
"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, steak, flank",145,62.0,0.0,0.0,0.0,24.0,1.54,21.22,0.0,0.0,0.0,6.06
"Cereals, with salt, cooked with water, reular (10 minute), CREAM OF WHEAT",50,0.0,12.0,0.0,0.0,89.0,3.99,1.46,10.66,0.5,0.03,0.21
"Beveraes, prepared with whole milk, powder, chocolate-flavor beverae mix",85,9.0,0.0,0.1,0.0,95.0,0.3,3.23,11.91,0.4,0.0,3.24
"Pasta, cooked, remainin unenriched semolina, 51% whole wheat, whole rain",159,0.0,0.0,0.0,0.0,12.0,1.65,5.82,31.51,4.6,0.85,1.5
"Snacks, and E, C, with vitamins A, strawberry, SUNKIST Fruit Roll, SUNKIST",342,0.0,0.0,81.6,0.0,0.0,0.0,0.6,82.7,7.7,0.0,1.0
"Cereals ready-to-eat, little bites, KELLOGG'S FROSTED MINI-WHEATS, KELLOGG",351,0.0,338.0,0.0,0.0,30.0,28.89,9.19,83.4,10.8,20.2,1.7
"Fast Foods, skin and breadin removed, meat only, Drumstick, Fried Chicken",172,133.0,0.0,0.0,5.0,16.0,1.03,26.24,0.0,0.0,0.0,7.41
"Ice cream cone, flavors other than chocolate, with nuts, chocolate covered",354,21.0,16.0,0.0,3.0,63.0,0.0,5.21,34.38,1.0,25.0,21.88
"Game meat, broiled, cooked, 1"" steak, separable lean only, top round, deer",152,85.0,0.0,0.0,0.0,4.0,4.23,31.47,0.0,0.0,0.0,1.92
"Pork, raw, separable lean only, boneless, center loin (chops), loin, fresh",123,56.0,0.0,0.0,23.0,6.0,0.48,23.75,0.0,0.0,0.0,3.09
"Peppers, with salt, drained, boiled, cooked, chopped, frozen, reen, sweet",16,0.0,0.0,41.2,0.0,8.0,0.52,0.95,3.31,0.9,0.0,0.18
"Soymilk, vitamins A and D, with added calcium, liht, oriinal and vanilla",30,0.0,0.0,0.0,47.0,123.0,0.43,2.38,3.51,0.3,2.61,0.77
"Chicken, roasted, cooked, with added solution, meat only, thih, dark meat",164,122.0,0.0,0.0,13.0,10.0,0.98,24.23,0.0,0.0,0.0,7.73
"Chicken, braised, cooked, with added solution, meat only, thih, dark meat",164,126.0,0.0,0.0,12.0,12.0,1.07,23.0,0.0,0.0,0.0,7.96
"Orane juice, diluted with 3 volume water, unsweetened, frozen concentrate",37,0.0,0.0,36.2,0.0,12.0,0.08,0.6,8.8,0.2,7.42,0.06
"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, steak, flank",165,68.0,0.0,0.0,4.0,27.0,1.55,21.22,0.0,0.0,0.0,8.29
"Turkey, roasted, with added solution, meat and skin, from whole bird, back",205,87.0,0.0,0.0,21.0,15.0,0.68,25.8,0.0,0.0,0.0,11.36
"Lamb, raw, choice, trimmed to 1/4"" fat, separable lean only, rib, domestic",169,66.0,0.0,0.0,0.0,12.0,1.67,19.98,0.0,0.0,0.0,9.23
"Lima beans, without salt, boiled, cooked, mature seeds, thin seeded (baby)",126,0.0,0.0,0.0,0.0,29.0,2.4,8.04,23.31,7.7,0.0,0.38
"Turnover, frozen, reduced fat, tomato-based sauce, meat- and cheese-filled",215,20.0,45.0,0.0,5.0,197.0,2.13,9.45,31.89,0.8,3.94,5.51
"Pork, raw, separable lean and fat, boneless, top loin (chops), loin, fresh",155,67.0,0.0,0.0,18.0,7.0,0.5,21.55,0.0,0.0,0.0,6.94
"Game meat, raw, trimmed to 0"" fat, separable lean only, top sirloin, bison",113,71.0,0.0,0.0,0.0,5.0,3.0,21.4,0.0,0.0,0.0,2.4
"Formulated bar, Chocolate Blueberry Snack Bar, COCOAVIA, MARS SNACKFOOD US",325,2.0,273.0,42.4,0.0,1207.0,1.88,6.21,57.87,4.6,33.4,9.27
"Snacks, chocolate chip, milk chocolate coatin, coated, soft, ranola bars",466,5.0,0.0,0.0,0.0,103.0,2.33,5.8,63.8,3.4,0.0,24.9
"POPEYES, skin and breadin removed, meat only, Breast, Mild, Fried Chicken",157,97.0,0.0,0.0,0.0,20.0,0.55,28.98,0.0,0.0,0.0,4.52
"KEEBLER, Fude Dipped, Sandies Shortbread Cookies, 100 Calorie RIGHT BITES",462,0.0,0.0,0.0,0.0,0.0,3.1,4.1,72.4,13.2,27.0,20.1
"Beans, without salt, drained, boiled, cooked, sprouted, mature seeds, navy",78,0.0,0.0,17.3,0.0,16.0,2.11,7.07,15.01,0.0,0.0,0.81
"Candies, POP'ABLES 3 MUSKETEERS Brand Bite Size Candies, MARS SNACKFOOD US",443,7.0,0.0,0.4,0.0,60.0,0.58,2.59,75.94,1.3,67.0,15.17
"MORNINGSTAR FARMS Pizza, unprepared, frozen, sinle serve, Baja Black Bean",235,12.0,0.0,0.0,0.0,121.0,1.5,10.6,36.9,5.2,3.3,6.9
"Infant formula, not reconstituted, powder, low iron, ENFAMIL, MEAD JOHNSON",511,17.0,83.0,62.0,310.0,400.0,3.6,10.8,56.2,0.0,56.0,27.0
"Milk, with added vitamin D and without added vitamin A, evaporated, canned",134,29.0,0.0,1.9,79.0,261.0,0.19,6.81,10.04,0.0,10.04,7.56
"Cookies, chocolate-coated, reular, with creme fillin, chocolate sandwich",481,0.0,11.0,0.0,0.0,35.0,3.13,3.6,66.4,5.2,49.58,26.4
"Infant formula, prepared from powder, with iron, PREGESTIMIL, MEAD JOHNSON",67,0.0,10.0,7.8,35.0,75.0,1.17,1.82,6.63,0.0,6.63,3.65
"Ice cream, added peanuts and chocolate sauce, cone, no suar added, lowfat",265,7.0,0.0,0.0,8.0,133.0,0.48,5.33,40.01,9.3,10.67,9.33
"Fast foods, lare patty; with condiments and veetables, hamburer; double",239,54.0,22.0,0.5,0.0,45.0,2.59,15.17,17.82,0.0,0.0,11.75
"Fast foods, lare patty; with condiments and veetables, hamburer; sinle",235,40.0,21.0,1.2,0.0,44.0,2.26,11.85,18.35,0.0,0.0,12.55
"Fast foods, ham on white bread with lettuce and tomato, submarine sandwich",151,12.0,54.0,0.9,9.0,169.0,1.78,9.12,22.91,1.3,3.54,2.53
"Pork, simmered, cooked, frozen, ears, variety meats and by-products, fresh",166,90.0,0.0,0.0,0.0,18.0,1.5,15.95,0.2,0.0,0.0,10.8
"Veal, not breaded, pan-fried, cooked, separable lean only, le (top round)",183,107.0,0.0,0.0,0.0,7.0,0.87,33.17,0.0,0.0,0.0,4.62
"Cowpeas (blackeyes), without salt, drained, boiled, cooked, immature seeds",97,0.0,0.0,2.2,0.0,128.0,1.12,3.17,20.32,5.0,3.23,0.38
"CAMPBELL'S CHUNKY Soups, Grilled Sirloin Steak with Hearty Veetables Soup",51,4.0,0.0,0.5,0.0,8.0,0.44,3.27,7.76,1.6,1.63,0.82
"Toaster Pastries, Frosted strawberry, KELLOGG'S LOW FAT POP TARTS, KELLOGG",363,0.0,0.0,0.0,0.0,200.0,3.6,4.2,74.4,5.6,29.4,5.4
"Sweet Potatoes, salt added in processin, frozen as packaed, french fried",182,0.0,0.0,7.5,0.0,52.0,0.77,2.16,35.58,5.7,12.9,8.92
"Lamb, raw, separable lean only, square-cut shoulder, imported, New Zealand",154,56.0,0.0,0.0,7.0,12.0,1.12,19.72,0.0,0.0,0.0,8.3
"Candies, milk chocolate, peanut butter, REESESTICKS crispy wafers, HERSHEY",521,6.0,0.0,0.6,0.0,70.0,1.3,9.53,55.38,3.3,40.33,31.34
"Mararine-like, with salt, stick/tub/bottle, 60% fat, veetable oil spread",526,1.0,0.0,0.1,0.0,21.0,0.0,0.6,0.0,0.0,0.0,59.17
"Corn, solids and liquids, reular pack, brine pack, canned, yellow, sweet",61,0.0,0.0,2.6,0.0,4.0,0.36,1.95,13.86,1.7,4.15,0.77
"Fish, cheeks and soft bones (Alaska Native), eyes, head, broad, whitefish",107,0.0,0.0,0.0,0.0,0.0,0.0,18.6,0.0,0.0,0.0,3.6
"Beveraes, with vitamin C added, low calorie, cranberry-apple juice drink",19,0.0,0.0,32.0,0.0,10.0,0.06,0.1,4.7,0.1,4.6,0.0
"Yourt, sweetened with low calorie sweetener, lowfat milk, vanilla flavor",86,5.0,0.0,0.8,1.0,171.0,0.07,4.93,13.8,0.0,5.43,1.25
"Beans, with salt, drained, boiled, cooked, sprouted, mature seeds, kidney",33,0.0,0.0,35.6,0.0,19.0,0.89,4.83,4.72,0.0,0.0,0.58
"Beef, braised, cooked, all rades, separable lean and fat, chuck for stew",191,99.0,0.0,0.0,5.0,16.0,2.96,32.41,0.0,0.0,0.0,6.82
"Chicken, batter, fried, cooked, meat and skin, breast, broilers or fryers",260,85.0,9.0,0.0,6.0,20.0,1.25,24.84,8.99,0.3,0.0,13.2
"Pineapple juice, with added ascorbic acid, unsweetened, canned or bottled",53,0.0,0.0,43.8,0.0,13.0,0.31,0.36,12.87,0.2,9.98,0.12
"Cereals ready-to-eat, Honey Squares, FIBER ONE 80 Calories, GENERAL MILLS",248,0.0,0.0,20.0,133.0,1000.0,15.0,4.8,85.19,38.5,10.8,2.59
"Tofu, prepared with calcium sulfate and manesium chloride (niari), firm",78,0.0,0.0,0.2,0.0,201.0,1.61,9.04,2.85,0.9,0.6,4.17
"Tofu, prepared with calcium sulfate and manesium chloride (niari), soft",61,0.0,0.0,0.2,0.0,111.0,1.11,7.17,1.18,0.2,0.7,3.69
"Fast foods, and tomato on white bread, lettuce, bacon, submarine sandwich",205,13.0,65.0,1.3,1.0,210.0,2.14,10.06,26.66,1.6,3.61,6.41
"Soup, prepared with equal volume water, canned, veetable with beef broth",33,1.0,0.0,1.0,0.0,9.0,0.4,1.21,5.35,0.7,0.82,0.78
"Cereals ready-to-eat, unfrosted bite size, KELLOGG'S MINI-WHEATS, KELLOGG",342,0.0,336.0,0.0,0.0,35.0,29.5,11.6,81.0,13.8,0.4,2.0
"Crustaceans, raw (may have been previously frozen), mixed species, shrimp",71,126.0,0.0,0.0,2.0,54.0,0.21,13.61,0.91,0.0,0.0,1.01
"Soup, prepared with equal volume water, canned, new enland, clam chowder",35,3.0,0.0,2.0,0.0,9.0,1.22,1.55,5.05,0.3,0.19,1.01
"Veal, breaded, pan-fried, cooked, separable lean and fat, le (top round)",238,112.0,8.0,0.0,0.0,39.0,1.64,27.29,9.91,0.3,0.57,9.18
"Infant formula, ready-to-feed, with iron, GOOD START 2 ESSENTIALS, NESTLE",65,1.0,10.0,5.9,43.0,78.0,1.2,1.7,8.54,0.0,6.19,2.7
"Beans, without salt, boiled, cooked, mature seeds, california red, kidney",124,0.0,0.0,1.2,0.0,66.0,2.98,9.13,22.41,9.3,0.0,0.09
"Frozen novelties, with nuts, chocolate or caramel covered, ice cream type",323,1.0,0.0,0.7,7.0,252.0,0.72,4.4,30.9,0.6,30.0,20.2
"Mararine-like spread, SMART BALANCE Reular Buttery Spread with flax oil",583,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.0,64.63
"Pork, raw, separable lean only, bone-in, center loin (chops), loin, fresh",127,69.0,0.0,0.0,14.0,18.0,0.65,21.99,0.0,0.0,0.0,3.71
"Artichokes, with salt, drained, boiled, cooked, frozen, (lobe or french)",45,0.0,0.0,5.0,0.0,21.0,0.56,3.11,9.18,4.6,0.84,0.5
"POPEYES, skin and breadin removed, meat only, Thih, Mild, Fried Chicken",188,131.0,0.0,0.0,0.0,34.0,1.03,24.31,0.85,0.0,0.0,9.66
"Snacks, peanut butter, milk chocolate coatin, coated, soft, ranola bars",508,12.0,0.0,0.6,0.0,108.0,1.45,10.2,53.4,2.8,23.74,31.1
"Shortenin, soy (partially hydroenated ) and corn for fryin, industrial",884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
"Bread, and es, 80% mararine, prepared with 2% milk, dry mix, cornbread",330,57.0,44.0,0.1,0.0,135.0,1.85,6.59,54.46,2.3,16.05,9.58
"Mun beans, without salt, drained, boiled, cooked, sprouted, mature seeds",21,0.0,0.0,11.4,0.0,12.0,0.65,2.03,4.19,0.8,2.84,0.09
"Cereals ready-to-eat, 25% Less Suar CINNAMON TOAST CRUNCH, GENERAL MILLS",386,0.0,267.0,17.1,114.0,714.0,12.89,5.09,78.19,11.2,21.39,9.89
"PREGO Pasta, ready-to-serve, Chunky Garden Mushroom Supreme Italian Sauce",69,0.0,0.0,1.8,0.0,0.0,0.55,1.54,10.0,2.3,7.69,2.31
"Shortenin cake mix, soybean (hydroenated) and cottonseed (hydroenated)",884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
"Snacks, unsalted nuts and seeds, with chocolate chips, reular, trail mix",484,0.0,0.0,1.3,0.0,109.0,3.39,14.2,44.9,0.0,0.0,31.9
"Cereals ready-to-eat, with real strawberries, HONEY BUNCHES OF OATS, POST",399,0.0,304.0,15.6,129.0,26.0,26.1,6.7,83.3,5.4,24.0,4.9
"Fish, dry heat (may have been previously frozen), cooked, Alaska, pollock",111,86.0,0.0,0.0,51.0,72.0,0.56,23.48,0.0,0.0,0.0,1.18
"Chicken, braised, cooked, meat only, thih, dark meat, broilers or fryers",176,141.0,0.0,0.0,13.0,12.0,1.27,24.55,0.0,0.0,0.0,8.63
